회사명,종목코드,주요제품,홈페이지,sector,theme,계열사
주연테크,44380,"각종컴퓨터,주변기기 제조/소프트웨어 개발",http://www.jooyon.co.kr,컴퓨터와주변기기,블록체인,
코스맥스비티아이,44820,"화장품,의약부외품 제조,도매",http://www.cosmax.com,제약,지주사,
인천도시가스,34590,도시가스 공급/가스설비공사,http://www.icgas.co.kr,가스유틸리티,겨울,
삼정펄프,9770,"지류화장지,안면용,위생용 티슈 제조,판매",http://www.sjpulp.com,가정용품,제지,
KEC,92220,반도체 제조,http://www.kec.co.kr,반도체와반도체장비,전기차,
KPX홀딩스,92230,지주회사,http://www.kpxholdings.com,화학,지주사,
HDC현대EP,89470,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",http://www.hdc-hyundaiep.com/,자동차부품,자동차부품,HDC
세원이앤씨,91090,"화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",http://www.sewonenc.com,석유와가스,줄기세포,
노루페인트,90350,페인트 제조,,건축자재,페인트,
아모레퍼시픽,90430,"화장품,생활용품 제조, 판매",http://www.apgroup.com,화장품,화장품,아모레퍼시픽
롯데관광개발,32350,"국내외여행알선,관광개발,전세운수,항공권매매대행",http://lottetour.com,"호텔,레스토랑,레저",카지노,
평화산업,90080,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매",http://www.ph.co.kr,자동차부품,수소차(연료전지/부품/충전소 등),
우진플라임,49800,"플라스틱사출성형기 제조,판매",http://www.woojinplaimm.com,기계,,
신세계I&C,35510,"IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",http://www.shinsegae-inc.com,,,
진도,88790,"모피제품 제조,가공",http://www.jindofand.co.kr,"섬유,의류,신발,호화품",패션/의류,
맥쿼리인프라,88980,증권투자회사,http://www.macquarie.com/kr/kr/mkif/index.html,운송인프라,,
롯데쇼핑,23530,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",http://www.lotteshoppingir.com/,백화점과일반상점,영화,롯데
현대글로비스,86280,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",http://www.glovis.net,항공화물운송과물류,종합 물류,현대자동차
티비에이치글로벌,84870,"캐주얼의류,여성의류,남성의류 제조,도소매",,,,
하나금융지주,86790,기타 금융,http://www.hanafn.com,은행,지주사,
제일연마,1560,"연마석,다이아몬드공구 제조,도소매/주택건설",http://www.grinding.co.kr,비철금속,,
현대리바트,79430,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",http://www.hyundailivart.co.kr,가구,리모델링/인테리어,현대백화점
대한제강,84010,"제강,철재,철근,환봉,마환봉,빌레트 제조",http://www.idaehan.com,철강,철강 주요종목,
새론오토모티브,75180,"자동차부품(브레이크패드,라이닝)",http://www.saeronauto.co.kr,자동차부품,자동차부품,
그린케미칼,83420,"비이온계면활성제 제조,도매",http://www.korgc.com,화학,석유화학,
대상홀딩스,84690,지주회사,,식품,지주사,
코아스,71950,"사무용가구,금속가구 도매,제조",http://www.ikoas.com,가구,DMZ 평화공원,
이월드,84680,"놀이시설 운영,입장료,식음료 소매,부동산 임대",http://www.eworld.kr,"호텔,레스토랑,레저",테마파크,이랜드
동양고속,84670,고속버스 운송/부동산 임대,http://www.dyexpress.co.kr,도로와철도운송,,
한미반도체,42700,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",http://www.hanmisemi.com,반도체와반도체장비,LED장비,
동일산업,4890,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매",http://www.dongil.co.kr,철강,철강 중소형,
삼호개발,10960,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",http://www.samhodev.co.kr/,건설,건설 중소형,
금호타이어,73240,"타이어,튜브 제조,도매,무역",http://www.kumhotire.co.kr,자동차부품,타이어,금호아시아나
CJ CGV,79160,"영화상영,영화관 운영",http://www.cgv.co.kr,방송과엔터테인먼트,영화,CJ
일진다이아,81000,"공업용 합성다이아몬드 제조,도매,수출입",http://www.iljindiamond.co.kr,비철금속,수소차(연료전지/부품/충전소 등),
유니드,14830,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",http://www.unid.co.kr,화학,,OCI
상신브레이크,41650,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대",http://www.sangsin.com,자동차부품,자동차부품,
인팩,23810,"자동차용 케이블,전자정보통신관련기기 제조,도매",http://www.infac.com,자동차부품,자동차부품,
GS,78930,지주회사/부동산 임대,,석유와가스,자원개발,GS
유니퀘스트,77500,"반도체직접회로 도매,무역,제조",http://www.uniquest.co.kr,반도체와반도체장비,자율주행차,
다스코,58730,"데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",http://www.dasco.kr,건축제품,남북경협,
LG디스플레이,34220,액정표시장치(TFT-LCD) 제조,http://www.lgdisplay.com,디스플레이패널,IT 대표주,LG
텔코웨어,78000,"소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",http://www.telcoware.com,소프트웨어,5G(5세대 이동통신),
STX엔진,77970,"엔진,터빈,내연기관 제조,도매",http://www.stxengine.co.kr,조선,방위산업/전쟁 및 테러,
NICE,34310,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",http://www.nice.co.kr,상업서비스와공급품,지주사,
대교,19680,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",http://www.daekyo.co.kr,교육서비스,엔젤산업,
기업은행,24110,은행업,http://www.kiupbank.co.kr,은행,은행,
이엔플러스,74610,소방자동차 제조,http://www.en3.co.kr,기계,그래핀,
한솔홈데코,25750,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",http://www.hansolhomedeco.co.kr,건축자재,리모델링/인테리어,
이수페타시스,7660,"P.C.B(인쇄회로기판),M.L.B 제조",http://www.petasys.com,전자장비와기기,PCB(FPCB 등),
강원랜드,35250,"카지노,관광호텔,골프장,스키장,체육시설 운영",http://kangwonland.high1.com,"호텔,레스토랑,레저",카지노,
YG PLUS,37270,"광고대행,광고물 제작",http://www.ygplus.com,방송과엔터테인먼트,광고,
농심홀딩스,72710,"지주회사,투자자문,경영컨설팅 서비스",http://www.nongshimholdings.co.kr,식품,지주사,
한국금융지주,71050,금융지주회사,http://www.koreaholdings.com,증권,카카오뱅크 관련주,
유엔젤,72130,"소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급",http://www.uangel.com,IT서비스,클라우드 컴퓨팅,
SBS,34120,"TV,라디오방송,광고",http://www.sbs.co.kr,방송과엔터테인먼트,영상콘텐츠,태영
엔씨소프트,36570,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",http://www.ncsoft.net,게임엔터테인먼트,K-뉴딜지수(게임),
하이스틸,71090,"강관 제조,도매",http://www.histeel.co.kr,철강,수자원(양적/질적 개선),
DSR제강,69730,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",http://www.dsrcorp.com,철강,철강 중소형,
태경케미컬,6890,"드라이아이스,액체탄산,고체탄산 제조",http://www.taekyungchem.co.kr,화학,쿠팡 관련주,
한농화성,11500,"계면활성제,글리콜에테르 제조,판매",http://hannong.koreasme.com,화학,2차전지,
현대백화점,69960,백화점,http://home.e-hyundai.com,백화점과일반상점,소매유통,현대백화점
대호에이엘,69460,"알루미늄 환절판 제조,도매,무역",http://www.daeho-al.com,비철금속,철도,
대웅제약,69620,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",http://www.daewoong.co.kr,제약,코로나19(카모스타트),
마니커,27740,"닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",http://www.maniker.co.kr,식품,여름,
SNT홀딩스,36530,"지배,경영지도,정리,육성",http://www.hisntholdings.com,자동차부품,지주사,
휴켐스,69260,"화합물,화학제품 제조",http://www.huchems.com,화학,온실가스(탄소배출권),
세종공업,33530,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",http://www.sjku.co.kr,자동차부품,수소차(연료전지/부품/충전소 등),
포스코강판,58430,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",http://www.poscocnc.com,비철금속,철강 주요종목,포스코
삼성출판사,68290,"서적 출판,인쇄,소매/부동산 임대",http://www.samsungbooks.com,문구류,모바일콘텐츠(스마트폰/태블릿PC),
세이브존I&C,67830,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",http://www.savezone.co.kr,백화점과일반상점,소매유통,
교보증권,30610,"유가증권 매매,중개,대리,인수",http://www.iprovest.com,증권,증권,
한샘,9240,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",http://www.hanssem.com,가구,리모델링/인테리어,
신세계건설,34300,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",http://httpswww.shinsegae-enc.com,건설,테마파크,신세계
우신시스템,17370,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",http://www.wooshinsys.co.kr,자동차부품,자동차부품,
LG전자,66570,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",http://www.lge.co.kr,전자제품,IT 대표주,LG
한국콜마홀딩스,24720,"화장품,의약부외품의 주문자표시 제조,도매",http://www.kolmar.co.kr,화장품,"백신/진단시약/방역(신종플루, AI 등)",
SNT모티브,64960,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",http://www.sntdaewoo.com,자동차부품,수소차(연료전지/부품/충전소 등),
광주신세계,37710,백화점,http://www.gjshinsegae.com,백화점과일반상점,소매유통,신세계
일진디스플,20760,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설",http://www.iljindisplay.co.kr,디스플레이패널,LED,
KH 필룩스,33180,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",http://www.feelux.com,전기제품,LED,
종근당바이오,63160,"의약품,원료의약품 제조",http://www.ckdbio.com,제약,슈퍼박테리아,
신한지주,55550,금융지주회사,http://www.shinhangroup.com,은행,지주사,
코웨이,21240,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",http://www.coway.co.kr,가정용기기와용품,제습기,넷마블
세아홀딩스,58650,지주회사/투자 및 경영컨설팅/부동산 임대,http://www.seahholdings.co.kr,철강,지주사,세아
LG생활건강,51900,"화장품,생활용품 제조,도매",http://www.lgcare.com,화장품,여름,LG
LG화학,51910,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",http://www.lgchem.com,화학,2차전지(생산),LG
대우건설,47040,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",http://daewooenc.co.kr,건설,건설 대표주,
포스코인터내셔널,47050,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",http://www.poscointl.com,무역회사와판매업체,자원개발,포스코
대우조선해양,42660,선박 제조,http://www.dsme.co.kr,조선,방위산업/전쟁 및 테러,
두산인프라코어,42670,"굴삭기,엔진 제조,도소매",http://www.doosaninfracore.com,기계,건설기계,두산
진양화학,51630,"레쟈,바닥재 제조",http://www.chinyang.co.kr,화학,리모델링/인테리어,
동원F&B,49770,"참치캔,음료,냉동식품 제조,판매",http://www.dongwonfnb.com,식품,환율하락 수혜,동원
두산중공업,34020,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",http://www.doosanheavy.com,기계,원자력발전,두산
한국내화,10040,"내화벽돌,내화몰탈,축로등 제조,판매",http://www.fskrc.co.kr,비철금속,북한 광물자원개발,
한세예스24홀딩스,16450,"의류(니트) 제조,도소매,원단 제조,부동산 임대",http://www.hansaeyes24.com,"섬유,의류,신발,호화품",카카오뱅크 관련주,
대성홀딩스,16710,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",http://www.taegugas.co.kr,가스유틸리티,MVNO(가상이동통신망사업자),
대원제약,3220,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)",http://www.daewonpharm.com,제약,고령화 사회(노인복지),
한국가스공사,36460,"액화천연가스 공급,제조,도매,개발",http://www.kogas.or.kr,가스유틸리티,자원개발,
미래아이앤지,7120,"CCTV, DVR제조, 금융솔루션, 방산제품",http://www.miraeing.co.kr,IT서비스,방위산업/전쟁 및 테러,
화천기공,850,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",http://www.hwacheon.com,기계,공작기계,
팜스코,36580,"배합사료 제조,도매",http://www.farmsco.com,식품,마켓컬리 관련주,하림
케이티앤지,33780,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",http://www.ktng.com,,,
한국조선해양,9540,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",http://www.ksoe.co.kr,조선,태양광에너지,현대중공업
디씨엠,24090,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",http://www.dcmcorp.co.kr,비철금속,,
AK홀딩스,6840,지주사업,http://www.aekyunggroup.co.kr,화학,지주사,애경
대한유화,6650,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",http://www.kpic.co.kr,화학,석유화학,
백산,35150,"P.U.인조피혁,부직포인공피혁 제조,무역",http://www.baiksan.co.kr,"섬유,의류,신발,호화품",,
지투알,35000,지주회사,http://www.lgad.co.kr,광고,광고,LG
체시스,33250,"자동차부품,뒷차축 제조",http://www.chasys.com,자동차부품,"백신/진단시약/방역(신종플루, AI 등)",
자화전자,33240,"Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조",http://www.jahwa.co.kr,전자장비와기기,갤럭시 부품주,
케이티,30200,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",http://www.kt.com,,,
하이트론씨스템즈,19490,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조",http://www.hitron.co.kr,,,
제일기획,30000,"광고 대행/광고물,영화 제작,인쇄,출판",http://www.cheil.co.kr,광고,광고,삼성
디피씨,26890,"전자레인지용 고압변성기,리엑터,디지탈위성방송수신기 제조",http://www.dpc.co.kr,전기제품,,
케이씨,29460,가스/Chemical 공급 장치 등 제조 및 판매,http://www.kct.co.kr,반도체와반도체장비,,
대원화성,24890,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입",http://www.daewon21.co.kr,"섬유,의류,신발,호화품",희귀금속(희토류 등),
E1,17940,"LPG(프로판,부탄가스),가스기기판매",http://www.e1.co.kr,가스유틸리티,LPG(액화석유가스),LS
SK가스,18670,"액화석유가스,가스기기 판매,수입,저장",http://www.skgas.co.kr/,가스유틸리티,LPG(액화석유가스),SK
다우기술,23590,"인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",http://www.daou.co.kr,IT서비스,클라우드 컴퓨팅,다우키움
영보화학,14440,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",http://www.youngbo.com,화학,자동차부품,
SKC,11790,"폴리에스테르필름,합성수지,LCD용 필름 제조",http://www.skc.kr,화학,폴더블폰,SK
웰바이오텍,10600,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조",http://www.wellbiotec.co.kr,"섬유,의류,신발,호화품",,
한국주강,25890,"주강,주물 제조,도매",http://www.hascokorea.co.kr,철강,북한 광물자원개발,
덕양산업,24900,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",http://www.duckyang.co.kr,자동차부품,그래핀,
부산도시가스,15350,"도시가스 배관공급,가스기기 판매,설비공사",http://www.busangas.co.kr,,,
에쓰씨엔지니어링,23960,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",http://www.sc-eng.com,건설,,
인지컨트롤스,23800,"자동차부품(터머스위치,터머스탯) 제조",http://www.inzi.co.kr,자동차부품,남북경협,
경동인베스트,12320,지주회사,http://www.kdinvest.co.kr,석유와가스,지주사,
에스제이엠홀딩스,25530,지주회사및경영자문,http://www.sjmholdings.co.kr,,,
콤텍시스템,31820,"시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수",http://www.comtec.co.kr,IT서비스,제4이동통신,
SK하이닉스,660,"반도체,컴퓨터,통신기기 제조,도매",http://www.skhynix.com,반도체와반도체장비,IT 대표주,SK
MH에탄올,23150,"주정,탄산가스 제조",http://www.mhethanol.com,음료,"주류업(주정, 에탄올 등)",
국동,5320,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",http://www.kd.co.kr,"섬유,의류,신발,호화품",패션/의류,
동남합성,23450,"계면활성제,정밀화학품 제조,도매/부동산 임대",http://www.dongnamchem.com,화학,,
삼성엔지니어링,28050,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",http://www.samsungengineering.co.kr,건설,수자원(양적/질적 개선),삼성
신도리코,29530,"복사기, 3D프린터, 프린터, 주변기기 제조,판매",http://www.sindoh.com,사무용전자제품,3D 프린터,
예스코홀딩스,15360,지주사업,http://www.yescoholdings.com,가스유틸리티,겨울,LS
퍼시스,16800,"사무용 가구,의자,책상,캐비넷 제조",http://www.fursys.co.kr,가구,,
WISCOM,24070,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",http://www.wiscom.co.kr,화학,,
동원수산,30720,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",http://www.dongwonfish.co.kr,식품,구제역/광우병 수혜,
미래산업,25560,"PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",http://www.mirae.co.kr,반도체와반도체장비,반도체 장비,
KTB투자증권,30210,"금융업, 서비스, 부동산",http://www.ktb.co.kr,증권,증권,
HDC,12630,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",http://www.i-park.com,건설,지주사,HDC
광전자,17900,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",http://www.auk.co.kr,전자장비와기기,마이크로 LED,
한국단자공업,25540,"전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",http://www.ket.com,,,
디아이,3160,"반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",http://www.di.co.kr,반도체와반도체장비,반도체 장비,
신성이엔지,11930,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",http://www.shinsungeng.com,반도체와반도체장비,태양광에너지,
티에이치엔,19180,"자동차부품(전기배선장치류) 제조,도매",http://www.th-net.co.kr,자동차부품,자동차부품,
한온시스템,18880,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",http://www.hanonsystems.com,자동차부품,자동차 대표주,
세원정공,21820,"자동차부품(차체류,램프류) 제조",http://www.se-won.co.kr,자동차부품,,
세하,27970,"백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",http://www.seha.co.kr,포장재,제지,
영풍제지,6740,"골판지원지,지관원지,라이나원지 제조",http://www.yp21.co.kr,종이와목재,골판지 제조,
유니온,910,"백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",http://www.unioncement.com,건축자재,시멘트/레미콘,OCI
키다리스튜디오,20120,"만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",http://www.kidaristudio.com,양방향미디어와서비스,웹툰,다우키움
한섬,20000,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",http://www.handsome.co.kr,"섬유,의류,신발,호화품",패션/의류,현대백화점
현대엘리베이터,17800,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",http://www.hyundaielevator.co.kr,,,
환인제약,16580,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",http://www.whanin.co.kr,제약,치매,
계룡건설산업,13580,"건축공사,주택공사,토목공사,포장공사,전기공사",http://www.krcon.co.kr,,,
서원,21050,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",http://www.swbrass.co.kr,비철금속,비철금속,
에스원,12750,"부가통신 서비스(경비),안전관리용역,CCTV카메라",http://www.s1.co.kr,상업서비스와공급품,보안주(물리),삼성
태경산업,15890,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",http://www.taekyung.co.kr,비철금속,비철금속,
신대양제지,16590,"골판지용 골심지,라이너지 제조,수출입",http://www.dygroup.co.kr,포장재,골판지 제조,
유양디앤유,11690,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",http://www.yuyang.co.kr,디스플레이장비및부품,스마트홈(홈네트워크),
남해화학,25860,"비료(요소,복합비료),공업제품원료 제조,도매",http://www.nhchem.co.kr,화학,남북경협,농협
동원금속,18500,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",http://www.dwmic.com,자동차부품,자동차부품,
성안,11300,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",http://www.startex.co.kr,"섬유,의류,신발,호화품",화학섬유,
HMM,11200,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",http://www.hmm21.com,해운사,해운,
경인양행,12610,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",http://www.kyungin.co.kr,화학,그래핀,
풀무원,17810,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",http://www.pulmuone.co.kr,식품,음식료업종,
서울도시가스,17390,"도시가스공급,가스공급설비공사",http://www.seoulgas.co.kr,,,
이구산업,25820,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",http://www.leeku.net,비철금속,비철금속,
에넥스,11090,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",http://www.enex.co.kr,가구,리모델링/인테리어,
에이프로젠 KIC,7460,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",http://www.aprogen-kic.com,기계,원자력발전,
제이준코스메틱,25620,화장품 제조 판매,http://www.jayjun.kr,화장품,화장품,
한국카본,17960,"탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",http://www.hcarbon.com,조선,셰일가스(Shale Gas),
KPX케미칼,25000,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",http://www.kpxchemical.com,화학,석유화학,
지코,10580,"자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조",http://www.jico21.com,자동차부품,자동차부품,
태평양물산,7980,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",http://www.panpacific.co.kr,"섬유,의류,신발,호화품",패션/의류,
KC그린홀딩스,9440,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",http://www.kcgreenholdings.com,기계,폐기물처리,
문배철강,8420,"철강재중 판재류(후판,박판,무늬강판) 제조,도매",http://www.moonbaesteel.co.kr,철강,철강 중소형,
웅진,16880,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",http://www.woongjin.com,복합기업,마스크,웅진
오뚜기,7310,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",http://www.ottogi.co.kr,식품,환율하락 수혜,
일정실업,8500,"자동차시트원단,의류,완구직물 제조,염색가공",http://www.iljeong.co.kr,자동차부품,자동차부품,
한라,14790,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",http://www.halla.co.kr,건설,건설 중소형,한라
엘에스일렉트릭,10120,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",http://www.ls-electric.com,,,
대양금속,9190,스테인레스 냉연강판 제조,http://www.daiyangmetal.co.kr,비철금속,비철금속,
이화산업,760,"염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조",http://www.rifa.co.kr,화학,,
동원시스템즈,14820,포장용 플라스틱제품 제조 외,http://dongwonsystems.com/,포장재,2차전지,동원
삼성중공업,10140,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",http://www.samsungshi.com,조선,GTX(수도권 광역급행철도),삼성
